Geneid,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,Symbol
94163,10.246194432218086,2.0518276548261234,0.5268833260739558,3.89427327320303,9.849356527551125e-05,0.029649959477765973,SNORD38B
100507634,55.58727273799299,-1.6298043918959515,0.38448657853873974,-4.238911012421041,2.2460666185465606e-05,0.015811114416194108,LOC100507634
5737,38.865952573535075,4.1312802681583625,1.1411060277350409,3.620417531540395,0.00029412799038102907,0.04769134162965457,PTGFR
3737,60.70243537477966,-2.1306673461176593,0.5232798709349096,-4.071754838019924,4.666027600757513e-05,0.020367210477306545,KCNA2
101928933,32.01169561812355,-2.002414595144645,0.46188260861289654,-4.33533230696475,1.4554008984009456e-05,0.014043984070842286,LOC101928933
730227,30.785768301006225,-1.9430794250189842,0.5038565019158328,-3.8564143116755254,0.00011506240605381369,0.030134844145493802,BTG2-DT
388730,53.26874869836093,1.9474843437582743,0.3253600924003492,5.985627583858481,2.1555707552582693e-09,4.026095744080829e-05,TMEM81
101927604,51.46180709958901,-1.064766573052931,0.27646785424265247,-3.8513214347097233,0.00011748217726503553,0.030217463941264375,LOC101927604
3398,2539.8687207534363,-1.793271538024223,0.4693192264844815,-3.821005909894295,0.00013290846684166436,0.032230303209103604,ID2
101929715,21.854841486762773,-1.728498891886734,0.44203431907950436,-3.9103273598443065,9.217111858012822e-05,0.028737638043018546,ODC1-DT
165082,123.49669021250551,-1.5909974898589567,0.35563031106105336,-4.47373983705742,7.68632545556841e-06,0.011841462569490391,ADGRF3
129530,41.09867563673219,1.0047957272594803,0.2594491521616121,3.8728040499958487,0.00010759032717367088,0.030068101843983452,LYG1
100506473,349.8743496132616,-1.5250003654740218,0.38968112352916406,-3.9134571150452184,9.098406516330613e-05,0.028737638043018546,C2orf49-DT
541471,338.5556817068534,1.4095184051541163,0.3524739167278265,3.9989296746814853,6.362958150716471e-05,0.024151575937284692,MIR4435-2HG
129684,14.793422967793209,3.2831408380611933,0.8539057164292917,3.844851691343673,0.00012062537086172565,0.03067163556183102,CNTNAP5
107985944,72.10941292680634,-1.269414468034617,0.3054395806618811,-4.156024786584053,3.23832707293704e-05,0.0175082917606908,LOC107985944
440918,75.86254251197995,-1.3349762458279517,0.32177580029789027,-4.148777641426332,3.342552837092555e-05,0.0175082917606908,FLJ46875
27255,49.67337579709698,4.92257792319359,1.3520036973409002,3.6409500453846686,0.0002716338424331377,0.04680322587713077,CNTN6
132001,149.55872481109944,1.0725625594764043,0.2648856567461088,4.049153029469046,5.140332604865676e-05,0.02131324147372985,TAMM41
93,1090.2486601711637,-1.0052578542205715,0.2525652174124903,-3.9801911938601635,6.88598631462123e-05,0.024754738092995783,ACVR2B
107986119,123.71726781744088,-1.0008520394291116,0.269322791912997,-3.7161802472047385,0.00020225731946397883,0.0400776534154979,GSK3B-DT
84002,615.3346976408424,-1.7378257264301116,0.44354314620941093,-3.9180533873239654,8.926693815530677e-05,0.028737638043018546,B3GNT5
2638,15.89413627975269,5.703365921082996,1.2658823527904215,4.505447057154166,6.6233351618878605e-06,0.011564343192656205,GC
213,166.24496991961504,6.635353704958623,1.5083075866024338,4.399204621058237,1.0864834754024096e-05,0.012371740095995263,ALB
3576,27.83775127964546,4.785885667046785,0.9259243252192444,5.168765455982121,2.3564540386925035e-07,0.0010285921878892778,CXCL8
23657,152.14671731778895,3.1077540242084702,0.8589557809009862,3.6180605489943236,0.0002968189647053721,0.04769134162965457,SLC7A11
11199,10.229754896783431,3.0417315938993084,0.7628254547992237,3.9874542397118806,6.678608077515255e-05,0.024754738092995783,ANXA10
401176,65.73949467155053,-1.770879657945141,0.46295721426659475,-3.8251475587231623,0.00013069378273893452,0.032230303209103604,MARCHF11-DT
3575,14.359098567525681,4.881074014200059,1.1043311536080278,4.419936898685512,9.872972587625445e-06,0.011963000529646654,IL7R
100506495,65.98374171286416,-1.3274018816782278,0.24252459262379306,-5.47326713269573,4.418133365188211e-08,0.0002892772820856981,LIFR-AS1
257396,44.74800933644895,-1.1381427715172538,0.31495170952913026,-3.613705647824038,0.000301851732518468,0.04816866098438247,MOCS2-DT
166968,1098.9468756418898,-1.0470933178120725,0.2651060986130117,-3.9497141834543976,7.82445686592867e-05,0.026963490173509456,MIER3
2150,82.82194187932325,3.0475826914735276,0.7537207297256849,4.043384467590123,5.268512260792843e-05,0.02131324147372985,F2RL1
728769,138.36457563995734,-1.0212279146745193,0.22907145033924942,-4.458119565585781,8.268178123620027e-06,0.011963000529646654,SCAMP1-AS1
134526,12.951060946762297,1.7293684115090395,0.45329673174443136,3.8150912865704427,0.00013613259953457047,0.03241193438009455,ACOT12
102724591,41.1333977292492,-1.8251134442451746,0.4720414364860954,-3.8664263413640714,0.00011044179991474164,0.03011081638812447,LOC102724591
108783646,143.8398992194848,-1.942714479790327,0.5232611544221133,-3.7127053353231427,0.0002050555768490538,0.0400776534154979,DINOL
1769,20.30320035250645,2.3524483560557847,0.6066982765698732,3.8774600932706855,0.00010555263413251634,0.03004808139055003,DNAH8
401261,179.28982580035472,-1.3769570470253099,0.3212780374131094,-4.285873563323519,1.8202249632420525e-05,0.015811114416194108,LOC401261
101928716,13.769075274684274,3.8989616091543837,0.9938361908920705,3.923143114414724,8.740119708990292e-05,0.028737638043018546,SUGCT-AS1
286016,71.21669042551144,-1.7888885736398128,0.482871463203378,-3.7046889492543085,0.00021165029162128134,0.04016754447508231,TPI1P2
407835,17.54088788566908,1.2843201687249675,0.3071409339357433,4.181533709191817,2.8954931233670086e-05,0.0175082917606908,LOC407835
